Dte.;Nom Dte.;Barri;AEB;Any;Població;Naixements Total;Naixements Nens;Naixements Nenes;Defuncions Total;Defuncions Homes;Defuncions Dones;% Població sense estudis;% Població amb estudis obligatoris;% Població amb batxillerat superior o CFGM;% Població amb estudis universitaris o CFGS
5;Sarrià-Sant Gervasi;27. el Putxet i el Farró;-1;2011;29992,0;274,0;132,0;142,0;236,0;115,0;121,0;4,8;25,9;26,7;42,6
6;Gràcia;28. Vallcarca i els Penitents;-1;2011;15417,0;127,0;68,0;59,0;144,0;69,0;75,0;6,6;32,6;26,7;34,0
6;Gràcia;29. el Coll;-1;2011;7303,0;72,0;31,0;41,0;53,0;30,0;23,0;9,0;39,6;26,0;25,3
6;Gràcia;30. la Salut;-1;2011;13154,0;116,0;63,0;53,0;105,0;48,0;57,0;7,1;32,1;26,9;33,8
6;Gràcia;31. la Vila de Gràcia;-1;2011;51228,0;503,0;277,0;226,0;508,0;225,0;283,0;6,3;33,1;24,0;36,5
6;Gràcia;32. el Camp d'en Grassot i Gràcia Nova;-1;2011;34438,0;284,0;141,0;143,0;286,0;120,0;166,0;6,5;34,3;26,2;33,0
7;Horta-Guinardó;33. el Baix Guinardó;-1;2011;26022,0;200,0;105,0;95,0;334,0;154,0;180,0;8,6;40,4;25,8;25,2
7;Horta-Guinardó;34. Can Baró;-1;2011;8928,0;54,0;18,0;36,0;75,0;40,0;35,0;11,6;45,0;23,6;19,8
7;Horta-Guinardó;35. el Guinardó;-1;2011;35687,0;287,0;150,0;137,0;347,0;150,0;197,0;8,2;41,8;26,6;23,3
7;Horta-Guinardó;36. la Font d'en Fargues;-1;2011;9530,0;66,0;33,0;33,0;85,0;39,0;46,0;8,5;40,2;25,8;25,3
7;Horta-Guinardó;37. el Carmel;-1;2011;3,2108e+16;267,0;138,0;129,0;237,0;124,0;113,0;17,7;54,1;19,1;9,1
7;Horta-Guinardó;38. la Teixonera;-1;2011;11796,0;102,0;40,0;62,0;94,0;46,0;48,0;14,9;51,8;21,3;11,9
7;Horta-Guinardó;39. Sant Genís dels Agudells;-1;2011;7035,0;46,0;15,0;31,0;75,0;30,0;45,0;14,8;48,7;21,4;15,0
7;Horta-Guinardó;40. Montbau;-1;2011;5211,0;40,0;20,0;20,0;92,0;35,0;57,0;13,2;44,1;22,6;20,2
7;Horta-Guinardó;41. la Vall d'Hebron;-1;2011;5580,0;34,0;19,0;15,0;50,0;30,0;20,0;9,3;41,8;24,0;24,9
7;Horta-Guinardó;42. la Clota;-1;2011;462,0;4,0;2,0;2,0;5,0;4,0;1,0;13,7;52,1;18,0;16,2
7;Horta-Guinardó;43. Horta;-1;2011;27537,0;199,0;101,0;98,0;288,0;147,0;141,0;12,5;46,8;23,5;17,1
8;Nou Barris;44. Vilapicina i la Torre Llobeta;-1;2011;25429,0;202,0;97,0;105,0;266,0;135,0;131,0;11,3;47,8;24,1;16,8
8;Nou Barris;45. Porta;-1;2011;23780,0;201,0;91,0;110,0;221,0;111,0;110,0;13,9;52,1;21,5;12,5
8;Nou Barris;46. el Turó de la Peira;-1;2011;16726,0;135,0;72,0;63,0;182,0;94,0;88,0;14,8;54,4;20,3;10,4
8;Nou Barris;47. Can Peguera;-1;2011;2240,0;26,0;19,0;7,0;25,0;17,0;8,0;19,3;57,9;17,4;5,3
8;Nou Barris;48. la Guineueta;-1;2011;15268,0;108,0;60,0;48,0;169,0;83,0;86,0;13,5;50,7;22,7;13,1
8;Nou Barris;49. Canyelles;-1;2011;7240,0;48,0;27,0;21,0;66,0;34,0;32,0;16,4;58,2;16,9;8,4
8;Nou Barris;50. les Roquetes;-1;2011;15987,0;191,0;86,0;105,0;129,0;72,0;57,0;19,8;59,1;15,1;6,0
8;Nou Barris;51. Verdun;-1;2011;12308,0;116,0;48,0;68,0;96,0;52,0;44,0;17,7;56,8;17,6;7,9
8;Nou Barris;52. la Prosperitat;-1;2011;26566,0;232,0;118,0;114,0;228,0;115,0;113,0;18,2;54,3;18,9;8,6
8;Nou Barris;53. la Trinitat Nova;-1;2011;7704,0;84,0;36,0;48,0;102,0;43,0;59,0;19,1;60,8;14,6;5,4
8;Nou Barris;54. Torre Baró;-1;2011;2172,0;20,0;8,0;12,0;19,0;15,0;4,0;25,1;62,4;8,3;4,0
8;Nou Barris;55. Ciutat Meridiana;-1;2011;10874,0;114,0;62,0;52,0;70,0;38,0;32,0;15,6;66,3;13,6;4,5
8;Nou Barris;56. Vallbona;-1;2011;1343,0;12,0;6,0;6,0;26,0;12,0;14,0;18,8;61,8;12,9;6,2
9;Sant Andreu;57. la Trinitat Vella;-1;2011;10385,0;127,0;71,0;56,0;42,0;29,0;13,0;14,8;61,4;16,4;7,4
9;Sant Andreu;58. Baró de Viver;-1;2011;2414,0;19,0;9,0;10,0;19,0;9,0;10,0;20,0;61,9;13,8;4,3
9;Sant Andreu;59. el Bon Pastor;-1;2011;13597,0;145,0;85,0;60,0;101,0;63,0;38,0;13,0;58,2;18,6;10,2
9;Sant Andreu;60. Sant Andreu;-1;2011;56103,0;519,0;281,0;238,0;423,0;192,0;231,0;9,4;45,6;26,0;19,0
9;Sant Andreu;61. la Sagrera;-1;2011;29138,0;256,0;114,0;142,0;235,0;111,0;124,0;9,4;47,4;25,3;17,8
9;Sant Andreu;62. el Congrés i els Indians;-1;2011;14011,0;115,0;48,0;67,0;153,0;72,0;81,0;10,0;44,9;25,6;19,5
9;Sant Andreu;63. Navas;-1;2011;21722,0;179,0;101,0;78,0;190,0;92,0;98,0;8,7;45,0;26,1;20,2
10;Sant Martí;64. el Camp de l'Arpa del Clot;-1;2011;37969,0;296,0;159,0;137,0;340,0;167,0;173,0;8,2;42,7;25,8;23,3
10;Sant Martí;65. el Clot;-1;2011;27379,0;222,0;107,0;115,0;167,0;86,0;81,0;8,8;44,8;25,5;20,8
10;Sant Martí;66. el Parc i la Llacuna del Poblenou;-1;2011;13736,0;120,0;63,0;57,0;102,0;50,0;52,0;8,1;40,6;24,5;26,7
10;Sant Martí;67. la Vila Olímpica del Poblenou;-1;2011;9252,0;84,0;38,0;46,0;38,0;19,0;19,0;5,1;21,9;22,3;50,7
10;Sant Martí;68. el Poblenou;-1;2011;32089,0;380,0;174,0;206,0;300,0;148,0;152,0;9,1;41,9;23,8;25,2
10;Sant Martí;69. Diagonal Mar i el Front Marítim del Poblenou;-1;2011;12008,0;202,0;109,0;93,0;55,0;29,0;26,0;7,4;32,8;23,1;36,7
10;Sant Martí;70. el Besòs i el Maresme;-1;2011;23948,0;233,0;124,0;109,0;179,0;100,0;79,0;16,6;59,7;15,8;7,8
10;Sant Martí;71. Provençals del Poblenou;-1;2011;19560,0;206,0;102,0;104,0;112,0;60,0;52,0;11,3;47,8;23,1;17,8
10;Sant Martí;72. Sant Martí de Provençals;-1;2011;26164,0;217,0;106,0;111,0;285,0;139,0;146,0;12,3;50,6;23,0;14,0
10;Sant Martí;73. la Verneda i la Pau;-1;2011;29053,0;209,0;98,0;111,0;256,0;119,0;137,0;15,7;53,8;20,5;9,9
1;Ciutat Vella;1. el Raval;-1;2010;47251,0;472,0;231,0;241,0;368,0;190,0;178,0;10,2;54,2;16,9;18,7
1;Ciutat Vella;2. el Barri Gòtic;-1;2010;18530,0;137,0;66,0;71,0;167,0;75,0;92,0;8,3;41,4;21,5;28,7
1;Ciutat Vella;3. la Barceloneta;-1;2010;16099,0;137,0;73,0;64,0;188,0;83,0;105,0;14,5;48,3;18,1;19,0
1;Ciutat Vella;4. Sant Pere, Santa Caterina i la Ribera;-1;2010;22627,0;196,0;105,0;91,0;213,0;96,0;117,0;10,1;38,5;21,2;30,2
2;Eixample;5. el Fort Pienc;-1;2010;3,263e+16;289,0;150,0;139,0;292,0;148,0;144,0;8,6;36,1;25,7;29,4
2;Eixample;6. la Sagrada Família;-1;2010;52167,0;387,0;196,0;191,0;516,0;223,0;293,0;9,5;37,7;24,9;27,8
2;Eixample;7. la Dreta de l'Eixample;-1;2010;43095,0;369,0;196,0;173,0;555,0;207,0;348,0;7,3;25,2;25,7;41,8
2;Eixample;8. l'Antiga Esquerra de l'Eixample;-1;2010;41747,0;323,0;158,0;165,0;468,0;203,0;265,0;7,3;28,5;26,3;37,8
2;Eixample;9. la Nova Esquerra de l'Eixample;-1;2010;58013,0;434,0;230,0;204,0;515,0;263,0;252,0;8,6;32,9;26,2;32,2
2;Eixample;10. Sant Antoni;-1;2010;38133,0;279,0;153,0;126,0;402,0;185,0;217,0;9,3;38,7;24,8;27,1
3;Sants-Montjuïc;11. el Poble Sec - AEI Parc Montjuïc;-1;2010;40340,0;413,0;214,0;199,0;349,0;183,0;166,0;11,3;50,4;20,0;18,2
3;Sants-Montjuïc;12. la Marina del Prat Vermell - AEI Zona Franca;-1;2010;1139,0;11,0;4,0;7,0;17,0;7,0;10,0;26,1;63,2;8,3;2,2
3;Sants-Montjuïc;13. la Marina de Port;-1;2010;30101,0;301,0;165,0;136,0;221,0;113,0;108,0;15,7;53,4;20,4;10,4
3;Sants-Montjuïc;14. la Font de la Guatlla;-1;2010;10281,0;82,0;51,0;31,0;103,0;47,0;56,0;10,9;43,5;23,5;22,0
3;Sants-Montjuïc;15. Hostafrancs;-1;2010;15939,0;149,0;77,0;72,0;123,0;63,0;60,0;11,1;46,2;22,3;20,4
3;Sants-Montjuïc;16. la Bordeta;-1;2010;18646,0;152,0;83,0;69,0;156,0;62,0;94,0;12,6;48,1;23,4;15,8
3;Sants-Montjuïc;17. Sants - Badal;-1;2010;24343,0;191,0;96,0;95,0;194,0;91,0;103,0;12,7;47,5;21,8;17,9
3;Sants-Montjuïc;18. Sants;-1;2010;42125,0;308,0;163,0;145,0;383,0;191,0;192,0;10,5;44,0;22,9;22,6
4;Les Corts;19. les Corts;-1;2010;47435,0;388,0;192,0;196,0;453,0;216,0;237,0;9,4;32,0;25,5;33,0
4;Les Corts;20. la Maternitat i Sant Ramon;-1;2010;23783,0;165,0;93,0;72,0;197,0;102,0;95,0;10,7;33,7;25,7;29,9
4;Les Corts;21. Pedralbes;-1;2010;11665,0;84,0;38,0;46,0;101,0;50,0;51,0;7,3;21,8;27,3;43,5
5;Sarrià-Sant Gervasi;22. Vallvidrera, el Tibidabo i les Planes;-1;2010;4274,0;39,0;26,0;13,0;49,0;16,0;33,0;10,7;28,9;25,1;35,1
5;Sarrià-Sant Gervasi;23. Sarrià;-1;2010;23757,0;237,0;129,0;108,0;204,0;93,0;111,0;8,6;22,6;24,8;43,9
5;Sarrià-Sant Gervasi;24. les Tres Torres;-1;2010;15741,0;142,0;76,0;66,0;116,0;56,0;60,0;8,1;18,6;26,8;46,4
5;Sarrià-Sant Gervasi;25. Sant Gervasi - la Bonanova;-1;2010;24306,0;209,0;109,0;100,0;239,0;107,0;132,0;7,8;21,0;27,3;43,7
5;Sarrià-Sant Gervasi;26. Sant Gervasi - Galvany;-1;2010;46305,0;416,0;220,0;196,0;460,0;214,0;246,0;7,3;20,6;27,9;44,2
5;Sarrià-Sant Gervasi;27. el Putxet i el Farró;-1;2010;30154,0;276,0;147,0;129,0;235,0;95,0;140,0;7,2;26,1;26,1;40,6
6;Gràcia;28. Vallcarca i els Penitents;-1;2010;15459,0;149,0;72,0;77,0;144,0;62,0;82,0;9,0;32,5;26,1;32,4
6;Gràcia;29. el Coll;-1;2010;7240,0;86,0;47,0;39,0;60,0;35,0;25,0;11,5;38,6;25,4;24,3
6;Gràcia;30. la Salut;-1;2010;13321,0;87,0;44,0;43,0;128,0;53,0;75,0;9,7;31,1;26,7;32,4
6;Gràcia;31. la Vila de Gràcia;-1;2010;52311,0;454,0;243,0;211,0;500,0;213,0;287,0;7,8;33,7;24,0;34,4
6;Gràcia;32. el Camp d'en Grassot i Gràcia Nova;-1;2010;34659,0;290,0;157,0;133,0;300,0;141,0;159,0;9,0;33,5;25,9;31,4
7;Horta-Guinardó;33. el Baix Guinardó;-1;2010;26022,0;234,0;125,0;109,0;288,0;130,0;158,0;11,1;39,3;25,4;24,2
7;Horta-Guinardó;34. Can Baró;-1;2010;9119,0;88,0;44,0;44,0;76,0;31,0;45,0;14,1;44,0;23,1;18,7
7;Horta-Guinardó;35. el Guinardó;-1;2010;35655,0;329,0;168,0;161,0;329,0;182,0;147,0;10,5;40,9;26,2;22,3
7;Horta-Guinardó;36. la Font d'en Fargues;-1;2010;9588,0;78,0;37,0;41,0;94,0;40,0;54,0;11,7;39,4;24,6;24,0
7;Horta-Guinardó;37. el Carmel;-1;2010;3,2349e+16;292,0;151,0;141,0;251,0;150,0;101,0;19,9;53,0;18,6;8,4
7;Horta-Guinardó;38. la Teixonera;-1;2010;11821,0;107,0;57,0;50,0;91,0;54,0;37,0;16,8;51,1;20,9;11,1
7;Horta-Guinardó;39. Sant Genís dels Agudells;-1;2010;7159,0;48,0;21,0;27,0;67,0;33,0;34,0;16,0;48,1;21,0;14,8
7;Horta-Guinardó;40. Montbau;-1;2010;5256,0;50,0;26,0;24,0;113,0;37,0;76,0;15,3;43,2;22,4;19,1
7;Horta-Guinardó;41. la Vall d'Hebron;-1;2010;5611,0;31,0;9,0;22,0;41,0;20,0;21,0;12,0;40,0;23,6;24,4
7;Horta-Guinardó;42. la Clota;-1;2010;453,0;2,0;1,0;1,0;6,0;5,0;1,0;15,4;52,3;15,4;16,9
7;Horta-Guinardó;43. Horta;-1;2010;27762,0;188,0;99,0;89,0;288,0;139,0;149,0;15,0;46,1;22,6;16,2
8;Nou Barris;44. Vilapicina i la Torre Llobeta;-1;2010;25620,0;176,0;84,0;92,0;232,0;125,0;107,0;13,8;46,7;23,4;16,0
8;Nou Barris;45. Porta;-1;2010;23771,0;212,0;102,0;110,0;232,0;123,0;109,0;16,8;50,1;21,0;12,0
8;Nou Barris;46. el Turó de la Peira;-1;2010;16683,0;141,0;79,0;62,0;187,0;89,0;98,0;15,4;56,0;19,1;9,5
8;Nou Barris;47. Can Peguera;-1;2010;2215,0;16,0;10,0;6,0;35,0;18,0;17,0;22,1;56,7;16,0;5,3
8;Nou Barris;48. la Guineueta;-1;2010;15296,0;122,0;56,0;66,0;141,0;74,0;67,0;15,9;49,7;21,8;12,6
8;Nou Barris;49. Canyelles;-1;2010;7310,0;55,0;31,0;24,0;48,0;25,0;23,0;19,7;56,6;16,1;7,6
8;Nou Barris;50. les Roquetes;-1;2010;15964,0;187,0;91,0;96,0;116,0;72,0;44,0;21,8;58,1;14,6;5,5
8;Nou Barris;51. Verdun;-1;2010;12300,0;131,0;60,0;71,0;115,0;77,0;38,0;19,7;56,2;16,7;7,3
8;Nou Barris;52. la Prosperitat;-1;2010;26575,0;265,0;144,0;121,0;211,0;123,0;88,0;20,9;52,8;18,3;7,9
8;Nou Barris;53. la Trinitat Nova;-1;2010;7871,0;83,0;37,0;46,0;100,0;44,0;56,0;20,9;59,8;13,9;5,4
8;Nou Barris;54. Torre Baró;-1;2010;2167,0;20,0;12,0;8,0;25,0;13,0;12,0;27,9;60,9;7,4;3,6
8;Nou Barris;55. Ciutat Meridiana;-1;2010;10843,0;138,0;64,0;74,0;56,0;33,0;23,0;17,2;65,0;13,4;4,4
8;Nou Barris;56. Vallbona;-1;2010;1334,0;24,0;10,0;14,0;15,0;6,0;9,0;19,7;61,5;12,3;6,3
9;Sant Andreu;57. la Trinitat Vella;-1;2010;10241,0;155,0;75,0;80,0;57,0;31,0;26,0;16,5;60,8;16,1;6,7
9;Sant Andreu;58. Baró de Viver;-1;2010;2393,0;33,0;22,0;11,0;21,0;8,0;13,0;23,3;59,3;13,4;3,9
9;Sant Andreu;59. el Bon Pastor;-1;2010;13730,0;179,0;88,0;91,0;85,0;42,0;43,0;14,5;57,5;18,2;9,8
9;Sant Andreu;60. Sant Andreu;-1;2010;55835,0;542,0;267,0;275,0;444,0;230,0;214,0;12,5;44,7;25,3;17,5
9;Sant Andreu;61. la Sagrera;-1;2010;28879,0;231,0;134,0;97,0;222,0;118,0;104,0;12,2;46,4;24,6;16,7
9;Sant Andreu;62. el Congrés i els Indians;-1;2010;13956,0;116,0;49,0;67,0;142,0;80,0;62,0;12,4;44,1;24,9;18,6
9;Sant Andreu;63. Navas;-1;2010;21810,0;190,0;99,0;91,0;185,0;95,0;90,0;11,2;43,8;25,4;19,4
10;Sant Martí;64. el Camp de l'Arpa del Clot;-1;2010;38338,0;315,0;175,0;140,0;311,0;152,0;159,0;10,3;41,9;25,5;22,2
10;Sant Martí;65. el Clot;-1;2010;27495,0;230,0;119,0;111,0;204,0;97,0;107,0;11,3;44,3;24,6;19,7
10;Sant Martí;66. el Parc i la Llacuna del Poblenou;-1;2010;13468,0;120,0;63,0;57,0;112,0;61,0;51,0;11,0;40,0;23,7;25,2
10;Sant Martí;67. la Vila Olímpica del Poblenou;-1;2010;9240,0;91,0;48,0;43,0;25,0;10,0;15,0;8,5;19,8;21,9;49,7
10;Sant Martí;68. el Poblenou;-1;2010;31377,0;387,0;186,0;201,0;259,0;116,0;143,0;11,3;42,0;23,3;23,3
10;Sant Martí;69. Diagonal Mar i el Front Marítim del Poblenou;-1;2010;11262,0;159,0;77,0;82,0;62,0;31,0;31,0;9,0;33,4;23,2;34,4
10;Sant Martí;70. el Besòs i el Maresme;-1;2010;23749,0;238,0;136,0;102,0;198,0;103,0;95,0;18,7;58,7;15,2;7,3
10;Sant Martí;71. Provençals del Poblenou;-1;2010;19580,0;197,0;98,0;99,0;139,0;79,0;60,0;14,1;47,1;22,4;16,4
10;Sant Martí;72. Sant Martí de Provençals;-1;2010;26164,0;197,0;103,0;94,0;267,0;135,0;132,0;14,6;49,6;22,5;13,1
10;Sant Martí;73. la Verneda i la Pau;-1;2010;29460,0;248,0;123,0;125,0;300,0;143,0;157,0;18,7;52,1;19,9;9,2
1;Ciutat Vella;1. el Raval;-1;2009;;513,0;269,0;244,0;407,0;193,0;214,0;10,5;54,6;17,1;17,7
1;Ciutat Vella;2. el Barri Gòtic;-1;2009;;113,0;56,0;57,0;172,0;86,0;86,0;8,2;44,2;21,8;25,8
1;Ciutat Vella;3. la Barceloneta;-1;2009;;120,0;68,0;52,0;158,0;80,0;78,0;15,5;49,3;18,0;17,2
1;Ciutat Vella;4. Sant Pere, Santa Caterina i la Ribera;-1;2009;;206,0;112,0;94,0;177,0;77,0;100,0;10,5;40,0;21,2;28,2
2;Eixample;5. el Fort Pienc;-1;2009;;262,0;132,0;130,0;303,0;136,0;167,0;8,9;36,7;26,2;28,2
2;Eixample;6. la Sagrada Família;-1;2009;;401,0;219,0;182,0;591,0;268,0;323,0;10,0;38,1;25,5;26,3
2;Eixample;7. la Dreta de l'Eixample;-1;2009;;387,0;199,0;188,0;516,0;176,0;340,0;7,4;26,0;26,1;40,4
2;Eixample;8. l'Antiga Esquerra de l'Eixample;-1;2009;;353,0;198,0;155,0;445,0;194,0;251,0;7,6;29,3;26,8;36,2
2;Eixample;9. la Nova Esquerra de l'Eixample;-1;2009;;431,0;231,0;200,0;554,0;259,0;295,0;9,0;33,6;26,6;30,7
2;Eixample;10. Sant Antoni;-1;2009;;284,0;155,0;129,0;418,0;195,0;223,0;9,8;39,0;25,4;25,8
3;Sants-Montjuïc;11. el Poble Sec - AEI Parc Montjuïc;-1;2009;;387,0;192,0;195,0;381,0;200,0;181,0;11,9;50,9;20,2;16,9
3;Sants-Montjuïc;12. la Marina del Prat Vermell - AEI Zona Franca;-1;2009;;6,0;1,0;5,0;17,0;7,0;10,0;26,8;63,8;7,7;1,3
3;Sants-Montjuïc;13. la Marina de Port;-1;2009;;296,0;155,0;141,0;193,0;99,0;94,0;16,0;53,8;20,7;9,5
3;Sants-Montjuïc;14. la Font de la Guatlla;-1;2009;;84,0;39,0;45,0;75,0;35,0;40,0;11,6;44,1;23,4;20,8
3;Sants-Montjuïc;15. Hostafrancs;-1;2009;;119,0;60,0;59,0;141,0;62,0;79,0;11,5;47,2;22,4;18,8
3;Sants-Montjuïc;16. la Bordeta;-1;2009;;157,0;74,0;83,0;166,0;88,0;78,0;13,0;48,6;23,4;14,7
3;Sants-Montjuïc;17. Sants - Badal;-1;2009;;224,0;113,0;111,0;219,0;109,0;110,0;13,4;48,0;21,9;16,6
3;Sants-Montjuïc;18. Sants;-1;2009;;343,0;171,0;172,0;395,0;173,0;222,0;11,2;44,9;23,0;20,9
4;Les Corts;19. les Corts;-1;2009;;346,0;170,0;176,0;450,0;221,0;229,0;9,7;32,3;26,4;31,5
4;Les Corts;20. la Maternitat i Sant Ramon;-1;2009;;171,0;92,0;79,0;178,0;94,0;84,0;11,2;34,6;26,1;28,0
4;Les Corts;21. Pedralbes;-1;2009;;68,0;36,0;32,0;74,0;32,0;42,0;7,4;22,4;28,1;42,0
5;Sarrià-Sant Gervasi;22. Vallvidrera, el Tibidabo i les Planes;-1;2009;;37,0;22,0;15,0;50,0;24,0;26,0;11,1;30,9;24,9;32,9
5;Sarrià-Sant Gervasi;23. Sarrià;-1;2009;;258,0;132,0;126,0;223,0;92,0;131,0;8,7;23,3;25,6;42,3
5;Sarrià-Sant Gervasi;24. les Tres Torres;-1;2009;;128,0;56,0;72,0;111,0;53,0;58,0;8,2;19,2;27,4;45,1
5;Sarrià-Sant Gervasi;25. Sant Gervasi - la Bonanova;-1;2009;;201,0;96,0;105,0;269,0;111,0;158,0;8,0;22,0;28,0;41,9
5;Sarrià-Sant Gervasi;26. Sant Gervasi - Galvany;-1;2009;;372,0;190,0;182,0;438,0;201,0;237,0;7,4;21,0;28,7;42,7
5;Sarrià-Sant Gervasi;27. el Putxet i el Farró;-1;2009;;286,0;145,0;141,0;236,0;115,0;121,0;7,5;26,3;27,1;39,0
6;Gràcia;28. Vallcarca i els Penitents;-1;2009;;141,0;68,0;73,0;149,0;64,0;85,0;9,3;33,0;26,4;31,3
6;Gràcia;29. el Coll;-1;2009;;70,0;40,0;30,0;56,0;27,0;29,0;12,0;39,0;26,0;22,8
6;Gràcia;30. la Salut;-1;2009;;95,0;51,0;44,0;108,0;53,0;55,0;10,2;31,8;27,1;30,8
6;Gràcia;31. la Vila de Gràcia;-1;2009;;445,0;244,0;201,0;580,0;259,0;321,0;8,2;34,6;24,9;32,2
6;Gràcia;32. el Camp d'en Grassot i Gràcia Nova;-1;2009;;274,0;152,0;122,0;317,0;158,0;159,0;9,3;34,2;26,5;29,9
7;Horta-Guinardó;33. el Baix Guinardó;-1;2009;;187,0;98,0;89,0;275,0;120,0;155,0;11,5;39,5;25,7;23,1
7;Horta-Guinardó;34. Can Baró;-1;2009;;73,0;36,0;37,0;84,0;39,0;45,0;14,6;44,1;23,6;17,7
7;Horta-Guinardó;35. el Guinardó;-1;2009;;317,0;158,0;159,0;340,0;165,0;175,0;10,9;41,5;26,3;21,2
7;Horta-Guinardó;36. la Font d'en Fargues;-1;2009;;80,0;38,0;42,0;99,0;45,0;54,0;12,2;39,9;25,1;22,5
7;Horta-Guinardó;37. el Carmel;-1;2009;;329,0;172,0;157,0;291,0;141,0;150,0;20,4;52,9;18,6;8,0
7;Horta-Guinardó;38. la Teixonera;-1;2009;;106,0;50,0;56,0;79,0;46,0;33,0;17,2;50,9;21,3;10,4
7;Horta-Guinardó;39. Sant Genís dels Agudells;-1;2009;;53,0;31,0;22,0;87,0;42,0;45,0;16,1;48,5;20,7;14,6
7;Horta-Guinardó;40. Montbau;-1;2009;;46,0;20,0;26,0;118,0;48,0;70,0;15,7;43,3;22,3;18,7
7;Horta-Guinardó;41. la Vall d'Hebron;-1;2009;;36,0;16,0;20,0;57,0;23,0;34,0;12,8;40,4;24,1;22,7
7;Horta-Guinardó;42. la Clota;-1;2009;;6,0;3,0;3,0;1,0;0,0;1,0;14,8;53,3;15,0;17,0
7;Horta-Guinardó;43. Horta;-1;2009;;227,0;131,0;96,0;313,0;158,0;155,0;15,7;46,4;22,7;15,1
8;Nou Barris;44. Vilapicina i la Torre Llobeta;-1;2009;;217,0;117,0;100,0;243,0;112,0;131,0;14,3;47,0;23,6;15,0
8;Nou Barris;45. Porta;-1;2009;;205,0;108,0;97,0;257,0;134,0;123,0;17,4;50,4;21,0;11,2
8;Nou Barris;46. el Turó de la Peira;-1;2009;;148,0;64,0;84,0;172,0;93,0;79,0;15,9;56,0;19,0;9,1
8;Nou Barris;47. Can Peguera;-1;2009;;17,0;7,0;10,0;34,0;20,0;14,0;22,9;56,3;15,9;5,0
8;Nou Barris;48. la Guineueta;-1;2009;;112,0;53,0;59,0;163,0;93,0;70,0;16,4;49,6;21,9;12,0
8;Nou Barris;49. Canyelles;-1;2009;;50,0;21,0;29,0;53,0;27,0;26,0;20,3;56,4;16,3;6,9
8;Nou Barris;50. les Roquetes;-1;2009;;159,0;75,0;84,0;128,0;71,0;57,0;22,5;58,1;14,5;4,9
8;Nou Barris;51. Verdun;-1;2009;;142,0;78,0;64,0;130,0;64,0;66,0;20,7;55,9;16,7;6,7
8;Nou Barris;52. la Prosperitat;-1;2009;;214,0;110,0;104,0;231,0;119,0;112,0;21,5;52,9;18,2;7,4
8;Nou Barris;53. la Trinitat Nova;-1;2009;;90,0;45,0;45,0;112,0;54,0;58,0;21,5;59,3;13,9;5,2
8;Nou Barris;54. Torre Baró;-1;2009;;17,0;8,0;9,0;21,0;17,0;4,0;28,3;60,8;7,6;3,1
8;Nou Barris;55. Ciutat Meridiana;-1;2009;;125,0;64,0;61,0;74,0;42,0;32,0;17,2;65,3;13,2;4,1
8;Nou Barris;56. Vallbona;-1;2009;;21,0;14,0;7,0;27,0;10,0;17,0;20,1;60,9;12,8;5,9
9;Sant Andreu;57. la Trinitat Vella;-1;2009;;145,0;76,0;69,0;63,0;30,0;33,0;16,8;60,4;16,3;6,5
9;Sant Andreu;58. Baró de Viver;-1;2009;;20,0;7,0;13,0;38,0;19,0;19,0;23,4;59,9;12,4;4,1
9;Sant Andreu;59. el Bon Pastor;-1;2009;;199,0;90,0;109,0;108,0;56,0;52,0;14,9;57,2;18,4;9,5
9;Sant Andreu;60. Sant Andreu;-1;2009;;520,0;266,0;254,0;477,0;231,0;246,0;13,2;45,1;25,5;16,1
9;Sant Andreu;61. la Sagrera;-1;2009;;241,0;117,0;124,0;243,0;131,0;112,0;12,9;46,7;25,1;15,3
9;Sant Andreu;62. el Congrés i els Indians;-1;2009;;116,0;66,0;50,0;167,0;90,0;77,0;12,8;44,4;25,3;17,6
9;Sant Andreu;63. Navas;-1;2009;;149,0;84,0;65,0;196,0;91,0;105,0;11,9;44,1;25,6;18,3
10;Sant Martí;64. el Camp de l'Arpa del Clot;-1;2009;;358,0;174,0;184,0;351,0;179,0;172,0;10,9;42,4;25,8;20,9
10;Sant Martí;65. el Clot;-1;2009;;239,0;113,0;126,0;211,0;113,0;98,0;12,2;44,5;24,8;18,4
10;Sant Martí;66. el Parc i la Llacuna del Poblenou;-1;2009;;113,0;65,0;48,0;106,0;57,0;49,0;11,9;40,7;23,9;23,3
10;Sant Martí;67. la Vila Olímpica del Poblenou;-1;2009;;93,0;49,0;44,0;22,0;11,0;11,0;8,4;20,4;22,4;48,7
10;Sant Martí;68. el Poblenou;-1;2009;;350,0;201,0;149,0;288,0;130,0;158,0;12,0;43,3;23,3;21,3
10;Sant Martí;69. Diagonal Mar i el Front Marítim del Poblenou;-1;2009;;155,0;84,0;71,0;70,0;34,0;36,0;9,8;34,9;23,1;32,1
10;Sant Martí;70. el Besòs i el Maresme;-1;2009;;192,0;105,0;87,0;211,0;115,0;96,0;19,3;58,4;15,3;6,9
10;Sant Martí;71. Provençals del Poblenou;-1;2009;;192,0;98,0;94,0;147,0;75,0;72,0;14,9;47,8;22,6;14,7
10;Sant Martí;72. Sant Martí de Provençals;-1;2009;;213,0;96,0;117,0;282,0;145,0;137,0;15,2;49,9;22,4;12,3
